"Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","State","Federation","ParentFederation","Date","MeetCountry","MeetState","MeetTown","MeetName","Sanctioned"
"Michael Vecchio #1","M","SBD","Single-ply",23.5,"24-34","24-39","M-C",72.8,"74",227.5,232.5,237.5,NA,237.5,-130,132.5,140,NA,140,235,242.5,-250,NA,242.5,620,"15",453.5,451.24,436.56,77.66,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Danielle Burton","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",70.4,"72",145,152.5,-160,NA,152.5,75,-80,80,NA,80,137.5,145,-155,NA,145,377.5,"15",380.53,374.09,329.71,64.24,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Kate Murdock","F","SBD","Single-ply",NA,"","","F-C",62.2,"63",102.5,-107.5,-107.5,NA,102.5,55,57.5,-62.5,NA,57.5,102.5,110,115,NA,115,275,"20",298.09,298.22,263.37,50.01,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Kristen Lobo","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",50.9,"52",97.5,105,110,NA,110,50,-55,55,NA,55,115,-122.5,-125,NA,115,280,"5",346.44,354.85,314.82,57.88,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Moriah Buckwalter","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",95.2,"84+",142.5,150,157.5,NA,157.5,-85,85,-90,NA,85,127.5,-135,-140,NA,127.5,370,"10",322.03,312.94,270.42,55.62,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Corinne Bowers","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",79.6,"84",117.5,-122.5,122.5,NA,122.5,67.5,72.5,75,NA,75,115,-120,-120,NA,115,312.5,"20",295.19,286.74,251.54,50.24,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Shannon Croatto","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",74,"84",137.5,145,-150,NA,145,65,67.5,-70,NA,67.5,130,135,140,NA,140,352.5,"16",345.79,337.96,297.43,58.55,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Halle Russell","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",73.3,"84",137.5,145,150,NA,150,95,100,-102.5,NA,100,117.5,-122.5,122.5,NA,122.5,372.5,"13",367.27,359.33,316.34,62.15,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Casey Landry","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",51.6,"52",97.5,-102.5,-102.5,NA,97.5,37.5,40,47.5,NA,47.5,105,110,112.5,NA,112.5,257.5,"8",315.56,322.93,286.33,52.72,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Sam Choi","M","SBD","Single-ply",23.5,"24-34","24-39","M-C",95.5,"105",225,237.5,250,NA,250,155,160,167.5,NA,167.5,220,232.5,240,NA,240,657.5,"20",413.13,408.02,390.15,70.34,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"James Faso","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",81.1,"83",222.5,227.5,237.5,NA,237.5,130,135,142.5,NA,142.5,227.5,240,250,NA,250,630,"17",430.96,426.45,410.65,73.75,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Synjen Marrocco","M","SBD","Single-ply",23.5,"24-34","24-39","M-C",80.8,"83",265,-280,-285,NA,265,162.5,-167.5,170,NA,170,252.5,265,-280,NA,265,700,"7",479.88,474.92,457.4,82.13,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Tessa Peixoto","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",70.4,"72",120,127.5,132.5,NA,132.5,62.5,67.5,70,NA,70,117.5,-122.5,-122.5,NA,117.5,320,"25",322.57,317.11,279.49,54.45,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Daniel Reagan","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",73.4,"74",185,-192.5,-192.5,NA,185,115,-120,120,NA,120,215,227.5,-237.5,NA,227.5,532.5,"27",387.4,385.27,372.6,66.34,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Helen Ramsay","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",66.5,"72",125,-132.5,132.5,NA,132.5,77.5,82.5,87.5,NA,87.5,-140,-140,-140,NA,NA,220,"34",229.1,226.97,200.27,38.55,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jordan Larson","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",81.4,"83",-207.5,207.5,-215,NA,207.5,102.5,107.5,-112.5,NA,107.5,192.5,202.5,207.5,NA,207.5,522.5,"36",356.66,352.88,339.75,61.03,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Devin Lane","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",88.9,"93",242.5,252.5,257.5,NA,257.5,160,165,170,NA,170,235,-240,240,NA,240,667.5,"18",434.31,428.83,411.22,74.15,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Yuuki Sato","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",79.4,"83",225,235,245,NA,245,-140,140,147.5,NA,147.5,215,230,-242.5,NA,230,622.5,"18",431.16,427.01,411.58,73.81,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Henry Hsu","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",65.5,"66",222.5,232.5,-240,NA,232.5,137.5,-145,150,NA,150,220,227.5,-245,NA,227.5,610,"4",480.66,481.99,468.52,82.15,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Clarrissa Johnson","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",46.5,"47",92.5,-107.5,107.5,NA,107.5,-42.5,-42.5,45,NA,45,85,92.5,97.5,NA,97.5,250,"8",330.25,338.82,302.29,55.23,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Connor Gruntz","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",50.7,"53",125,-137.5,-137.5,NA,125,60,65,70,NA,70,115,127.5,137.5,NA,137.5,332.5,"6",326.3,335.14,330.53,54.82,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Logan Herrington","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",100.4,"105",225,237.5,247.5,NA,247.5,155,165,172.5,NA,172.5,260,275,285,NA,285,705,"15",433.19,428.37,409.12,73.58,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Clinton Kinley","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",73.9,"74",-245,245,-247.5,NA,245,145,152.5,160,NA,160,225,-235,-235,NA,225,630,"13",456.3,453.6,438.57,78.14,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Amber Knight","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",80.5,"84",130,137.5,-145,NA,137.5,65,-70,70,NA,70,130,135,-142.5,NA,135,342.5,"18",321.72,312.31,273.8,54.8,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jacques Honore","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",101.1,"105",225,240,-265,NA,240,150,162.5,175,NA,175,220,230,235,NA,235,650,"22",398.21,393.88,376.15,67.62,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Nathaniel Gardner","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",80.1,"83",-190,190,202.5,NA,202.5,85,-92.5,-92.5,NA,85,242.5,250,260,NA,260,547.5,"32",377.25,373.48,359.84,64.57,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Branden Bowers","M","SBD","Single-ply",NA,"","","M-C",81.6,"83",237.5,252.5,-262.5,NA,252.5,-152.5,152.5,160,NA,160,220,230,245,NA,245,657.5,"14",448.18,443.39,426.84,76.69,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Savannah Gray","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",51.4,"52",110,117.5,-122.5,NA,117.5,47.5,52.5,-55,NA,52.5,110,-117.5,120,NA,120,290,"4",356.35,364.77,323.49,59.54,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Connor Alleman","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",80.8,"83",215,227.5,-242.5,NA,227.5,115,122.5,-132.5,NA,122.5,225,-237.5,-250,NA,225,575,"30",394.19,390.12,375.72,67.46,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Mitchell Sanchez","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",65.4,"66",155,170,-180,NA,170,92.5,97.5,102.5,NA,102.5,165,-175,175,NA,175,447.5,"20",353.02,354.04,344.17,60.33,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Kelly Yates","F","SBD","Single-ply",21,"20-23","19-23","F-C",76.6,"84",120,130,-137.5,NA,130,60,65,70,NA,70,147.5,155,165,NA,165,365,"14",351.6,342.51,301.03,59.68,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Sarah Use","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",55.4,"57",90,-92.5,97.5,NA,97.5,45,50,55,NA,55,92.5,102.5,-107.5,NA,102.5,255,"17",297.7,302.58,267.71,49.78,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Ronnekia Johnson","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",83.3,"84",95,105,112.5,NA,112.5,67.5,-75,75,NA,75,107.5,120,127.5,NA,127.5,315,"19",291.01,282.09,246.76,49.7,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Cheyenne Liles","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",80.9,"84",-170,170,175,NA,175,87.5,92.5,97.5,NA,97.5,160,175,-182.5,NA,175,447.5,"5",419.33,406.95,356.66,71.46,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Ashley Gicas","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",70.9,"72",147.5,157.5,-167.5,NA,157.5,110,-115,115,NA,115,137.5,145,150,NA,150,422.5,"9",424.22,416.66,367.17,71.64,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Emily Fisher","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",70.5,"72",120,125,-130,NA,125,-77.5,-77.5,-77.5,NA,NA,132.5,142.5,-155,NA,142.5,267.5,"36",269.44,264.82,233.4,45.49,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Darian Dawkins","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",69.9,"72",-117.5,117.5,120,NA,120,-72.5,-72.5,72.5,NA,72.5,117.5,-122.5,-122.5,NA,117.5,310,"29",313.74,308.71,272.13,52.94,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Courtney Halsell","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",52,"52",95,102.5,-112.5,NA,102.5,55,-60,-60,NA,55,92.5,100,-110,NA,100,257.5,"9",313.87,321.01,284.55,52.44,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Nicole Robichaux","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",50.2,"52",77.5,85,92.5,NA,92.5,45,50,57.5,NA,57.5,80,87.5,95,NA,95,245,"10",306.12,313.78,278.57,51.14,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Landon Chastant","M","SBD","Single-ply",23,"20-23","24-39","M-C",90.3,"93",-275,-275,275,NA,275,182.5,190,-197.5,NA,190,-285,-285,285,NA,285,750,"8",484.14,477.99,458.04,82.61,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Nicholas Anzalone","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",73.7,"74",-222.5,225,232.5,NA,232.5,-132.5,132.5,140,NA,140,225,-232.5,-232.5,NA,225,597.5,"17",433.53,431.03,416.79,74.24,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Cooper Lemoine","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",90.4,"93",-215,215,222.5,NA,222.5,155,-165,-165,NA,155,212.5,227.5,-237.5,NA,227.5,605,"30",390.32,385.36,369.26,66.6,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Brandon Noble","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",89.7,"93",215,222.5,230,NA,230,-152.5,152.5,-157.5,NA,152.5,215,225,235,NA,235,617.5,"25",399.95,394.88,378.51,68.26,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Travis Theall","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",80.9,"83",212.5,222.5,235,NA,235,122.5,132.5,142.5,NA,142.5,220,230,240,NA,240,617.5,"19",423.02,418.63,403.16,72.39,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jeremiah Velasco","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",81.6,"83",237.5,252.5,260,NA,260,142.5,155,-160,NA,155,240,252.5,267.5,NA,267.5,682.5,"11",465.22,460.25,443.07,79.61,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Mitchell Gonzales","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",52.5,"53",130,-142.5,142.5,NA,142.5,80,-87.5,87.5,NA,87.5,137.5,147.5,-180,NA,147.5,377.5,"4",358.32,366.75,360.98,60.41,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Loutori Williams","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",42.3,"43",67.5,75,82.5,NA,82.5,40,45,-50,NA,45,75,82.5,-97.5,NA,82.5,210,"4",298.23,303.35,273.41,50.03,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Richelle George","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",56.4,"57",102.5,110,115,NA,115,-80,80,87.5,NA,87.5,105,117.5,-122.5,NA,117.5,320,"12",369.18,374.42,331.14,61.75,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jamie Reiss","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",73.4,"74",210,227.5,-240,NA,227.5,-135,135,-140,NA,135,195,212.5,-227.5,NA,212.5,575,"22",418.32,416.01,402.34,71.64,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Treyvon Sims","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",104.9,"105",-285,-285,-285,NA,NA,175,-180,180,NA,180,265,272.5,280,NA,280,460,"32",277.53,274.97,262.56,47.04,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Keya Brandon","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",73.4,"84",147.5,-152.5,155,NA,155,60,-65,67.5,NA,67.5,142.5,150,157.5,NA,157.5,380,"12",374.39,366.24,322.41,63.36,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Patrick Robichaux","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",96.6,"105",-250,-252.5,-252.5,NA,NA,147.5,155,157.5,NA,157.5,270,282.5,290,NA,290,447.5,"30",279.71,276.3,264.11,47.6,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"DaMikal Crow","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",97.7,"105",255,-265,270,NA,270,-152.5,-152.5,152.5,NA,152.5,255,267.5,280,NA,280,702.5,"16",436.85,431.65,412.47,74.3,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Tony Mathews","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",73.5,"74",200,212.5,220,NA,220,147.5,152.5,157.5,NA,157.5,195,207.5,-220,NA,207.5,585,"18",425.21,422.84,408.91,72.82,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"David Schlieker","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",134.5,"120+",-250,260,-275,NA,260,145,-155,-155,NA,145,275,-300,NA,NA,275,680,"10",376.94,382.37,364.45,63.11,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Sonia Beri","F","SBD","Single-ply",23.5,"24-34","24-39","F-C",62.7,"63",82.5,90,95,NA,95,62.5,-70,-70,NA,62.5,107.5,-127.5,-127.5,NA,107.5,265,"22",285.84,285.63,252.23,47.97,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Mia Cano","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",60.6,"63",122.5,-130,-130,NA,122.5,67.5,-72.5,72.5,NA,72.5,135,-147.5,-147.5,NA,135,330,"14",363.54,365.09,322.54,60.93,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jordan Galehan","F","SBD","Single-ply",25.5,"24-34","24-39","F-C",70.5,"72",107.5,117.5,125,NA,125,80,85,90,NA,90,107.5,120,-135,NA,120,335,"22",337.43,331.65,292.29,56.96,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Keith Osayande","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",102.1,"105",212.5,222.5,230,NA,230,122.5,132.5,142.5,NA,142.5,245,-265,272.5,NA,272.5,645,"23",393.51,389.38,371.81,66.79,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Kudo Jang","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",58.9,"59",175,187.5,192.5,NA,192.5,125,135,-140,NA,135,180,187.5,192.5,NA,192.5,520,"4",445.68,451.12,440.99,75.81,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Carter Fitzgerald","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",90,"93",235,247.5,255,NA,255,145,162.5,-175,NA,162.5,250,265,272.5,NA,272.5,690,"13",446.15,440.49,422.17,76.14,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Wilson Yeung","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",71.9,"74",205,-222.5,-222.5,NA,205,135,147.5,160,NA,160,192.5,200,-207.5,NA,200,565,"23",416.71,414.97,401.68,71.35,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Maria Toledo","F","SBD","Single-ply",21,"20-23","19-23","F-C",71.6,"72",145,157.5,165,NA,165,67.5,75,77.5,NA,77.5,130,140,145,NA,145,387.5,"14",386.98,379.62,334.44,65.39,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"James Rigsby","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",88.8,"93",307.5,320,-327.5,NA,320,-220,-220,220,NA,220,272.5,287.5,-300,NA,287.5,827.5,"2",538.72,531.94,510.11,91.98,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Megan Kupser","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",55.5,"57",-90,102.5,-115,NA,102.5,45,50,-55,NA,50,90,97.5,110,NA,110,262.5,"16",306.09,311.04,275.18,51.18,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Spencer Grubb","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",88.9,"93",245,-255,NA,NA,245,-165,-170,170,NA,170,-227.5,240,257.5,NA,257.5,672.5,"17",437.56,432.05,414.3,74.71,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Thomas Gottschalk","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",82.3,"83",237.5,247.5,-252.5,NA,247.5,165,175,-180,NA,175,-150,180,227.5,NA,227.5,650,"16",440.91,436.07,419.64,75.43,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Al Roth","M","SBD","Single-ply",21.5,"20-23","19-23","M-C",91.1,"93",260,-267.5,-267.5,NA,260,85,112.5,-150,NA,112.5,100,150,200,NA,200,572.5,"34",367.94,363.26,347.97,62.76,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Anna Gailius","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",88.5,"84+",105,115,130,NA,130,82.5,-95,-95,NA,82.5,137.5,147.5,-157.5,NA,147.5,360,"11",323.36,313.29,272.74,55.5,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Collette Grandison","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",83.1,"84",117.5,125,-137.5,NA,125,70,77.5,82.5,NA,82.5,137.5,147.5,-155,NA,147.5,355,"15",328.34,318.3,278.48,56.07,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Steven Fritsch","M","SBD","Single-ply",20.5,"20-23","19-23","M-C",101.9,"105",250,-265,272.5,NA,272.5,145,170,187.5,NA,187.5,260,-277.5,-280,NA,260,720,"13",439.62,434.98,415.36,74.62,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Bret Wagner","M","SBD","Single-ply",18.5,"18-19","19-23","M-C",81.6,"83",180,190,NA,NA,190,130,137.5,142.5,NA,142.5,-190,-190,NA,NA,NA,332.5,"40",226.65,224.23,215.86,38.78,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Lauren Brodie","F","SBD","Single-ply",20.5,"20-23","19-23","F-C",61.4,"63",135,-140,145,NA,145,-65,65,-70,NA,65,-162.5,-162.5,-162.5,NA,NA,210,"24",229.46,230,203.16,38.48,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Carol Champion","F","SBD","Single-ply",21.5,"20-23","19-23","F-C",56.8,"57",85,95,107.5,NA,107.5,50,55,-60,NA,55,105,115,-125,NA,115,277.5,"15",318.66,322.9,285.54,53.31,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jonah Noeldner","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",104.3,"105",285,-295,295,NA,295,175,-182.5,182.5,NA,182.5,285,-295,-295,NA,285,762.5,"10",461.11,456.72,436.1,78.18,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Perrish Dragovits","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",61.8,"63",145,-155,160,NA,160,-65,67.5,72.5,NA,72.5,137.5,142.5,147.5,NA,147.5,380,"7",413.54,414.12,365.76,69.36,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Hannah Poynter","F","SBD","Single-ply",18.5,"18-19","19-23","F-C",101,"84+",125,132.5,140,NA,140,92.5,97.5,102.5,NA,102.5,105,115,-125,NA,115,357.5,"12",303.9,296.8,254.65,52.77,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Ian Doxsee","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",79.3,"83",207.5,215,-222.5,NA,215,130,135,140,NA,140,190,NA,NA,NA,190,545,"33",377.77,374.15,360.65,64.67,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Caitlyn Hester","F","SBD","Single-ply",22.5,"20-23","19-23","F-C",80.2,"84",132.5,140,145,NA,145,80,85,90,NA,90,142.5,147.5,155,NA,155,390,"11",367.02,356.36,312.48,62.5,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Michael Lake","M","SBD","Single-ply",22.5,"20-23","19-23","M-C",73.4,"74",185,195,205,NA,205,140,-147.5,147.5,NA,147.5,185,195,-205,NA,195,547.5,"26",398.31,396.12,383.1,68.21,"Yes","",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Jerry Nduji","M","SBD","Single-ply",19.5,"20-23","19-23","M-C",131.5,"120+",-285,290,-300,NA,290,180,192.5,205,NA,205,262.5,-272.5,-272.5,NA,262.5,757.5,"6",422.7,427.57,408.16,70.83,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
"Amber Blankemeyer","F","SBD","Single-ply",19.5,"20-23","19-23","F-C",112.5,"84+",167.5,177.5,187.5,NA,187.5,95,100,107.5,NA,107.5,160,-167.5,-167.5,NA,160,455,"5",372.29,368.25,313.14,65.25,"Yes","USA",NA,"USAPL","IPF","2015-04-10","USA","GA",NA,"Collegiate Nationals","Yes"
